filename,max_score
faph_00009.wav,1.000000
faph_00011.wav,1.000000
faph_00014.wav,1.000000
faph_00029.wav,1.000000
faph_00030.wav,1.000000
faph_00034.wav,1.000000
faph_00035.wav,1.000000
faph_00050.wav,1.000000
faph_00054.wav,1.000000
faph_00064.wav,1.000000
faph_00067.wav,1.000000
faph_00069.wav,1.000000
faph_00070.wav,1.000000
faph_00078.wav,1.000000
faph_00083.wav,1.000000
faph_00086.wav,1.000000
faph_00094.wav,1.000000
faph_00096.wav,1.000000
faph_00097.wav,1.000000
faph_00125.wav,1.000000
faph_00126.wav,1.000000
faph_00138.wav,1.000000
faph_00141.wav,1.000000
faph_00142.wav,1.000000
faph_00151.wav,1.000000
faph_00158.wav,1.000000
faph_00161.wav,1.000000
faph_00176.wav,1.000000
faph_00177.wav,1.000000
faph_00178.wav,1.000000
faph_00179.wav,1.000000
faph_00188.wav,1.000000
faph_00194.wav,1.000000
faph_00201.wav,1.000000
faph_00203.wav,1.000000
faph_00204.wav,1.000000
faph_00216.wav,1.000000
faph_00217.wav,1.000000
faph_00243.wav,1.000000
faph_00248.wav,1.000000
faph_00256.wav,1.000000
faph_00260.wav,1.000000
faph_00265.wav,1.000000
faph_00267.wav,1.000000
faph_00269.wav,1.000000
faph_00271.wav,1.000000
faph_00272.wav,1.000000
faph_00274.wav,1.000000
faph_00277.wav,1.000000
faph_00279.wav,1.000000
faph_00281.wav,1.000000
faph_00287.wav,1.000000
faph_00289.wav,1.000000
faph_00295.wav,1.000000
faph_00301.wav,1.000000
faph_00310.wav,1.000000
faph_00312.wav,1.000000
faph_00313.wav,1.000000
faph_00314.wav,1.000000
faph_00315.wav,1.000000
faph_00316.wav,1.000000
faph_00318.wav,1.000000
faph_00320.wav,1.000000
faph_00325.wav,1.000000
faph_00336.wav,1.000000
faph_00338.wav,1.000000
faph_00339.wav,1.000000
faph_00343.wav,1.000000
faph_00349.wav,1.000000
faph_00350.wav,1.000000
faph_00355.wav,1.000000
faph_00357.wav,1.000000
faph_00361.wav,1.000000
faph_00362.wav,1.000000
faph_00364.wav,1.000000
faph_00366.wav,1.000000
faph_00374.wav,1.000000
faph_00378.wav,1.000000
faph_00379.wav,1.000000
faph_00381.wav,1.000000
faph_00382.wav,1.000000
faph_00387.wav,1.000000
faph_00395.wav,1.000000
faph_00397.wav,1.000000
faph_00402.wav,1.000000
faph_00413.wav,1.000000
faph_00418.wav,1.000000
faph_00427.wav,1.000000
faph_00433.wav,1.000000
faph_00435.wav,1.000000
faph_00436.wav,1.000000
faph_00438.wav,1.000000
faph_00439.wav,1.000000
faph_00440.wav,1.000000
faph_00449.wav,1.000000
faph_00451.wav,1.000000
faph_00454.wav,1.000000
faph_00468.wav,1.000000
faph_00472.wav,1.000000
faph_00473.wav,1.000000
faph_00474.wav,1.000000
faph_00478.wav,1.000000
faph_00479.wav,1.000000
faph_00494.wav,1.000000
faph_00496.wav,1.000000
faph_00509.wav,1.000000
faph_00512.wav,1.000000
faph_00518.wav,1.000000
faph_00520.wav,1.000000
faph_00521.wav,1.000000
faph_00525.wav,1.000000
faph_00526.wav,1.000000
faph_00527.wav,1.000000
faph_00530.wav,1.000000
faph_00533.wav,1.000000
faph_00534.wav,1.000000
faph_00538.wav,1.000000
faph_00543.wav,1.000000
faph_00544.wav,1.000000
faph_00555.wav,1.000000
faph_00558.wav,1.000000
faph_00570.wav,1.000000
faph_00573.wav,1.000000
faph_00583.wav,1.000000
faph_00590.wav,1.000000
faph_00593.wav,1.000000
faph_00595.wav,1.000000
faph_00599.wav,1.000000
faph_00604.wav,1.000000
faph_00615.wav,1.000000
faph_00619.wav,1.000000
faph_00623.wav,1.000000
faph_00625.wav,1.000000
faph_00626.wav,1.000000
faph_00636.wav,1.000000
faph_00643.wav,1.000000
faph_00645.wav,1.000000
faph_00649.wav,1.000000
faph_00655.wav,1.000000
faph_00656.wav,1.000000
faph_00658.wav,1.000000
faph_00659.wav,1.000000
faph_00662.wav,1.000000
faph_00674.wav,1.000000
faph_00677.wav,1.000000
faph_00683.wav,1.000000
faph_00684.wav,1.000000
faph_00694.wav,1.000000
faph_00695.wav,1.000000
faph_00698.wav,1.000000
faph_00703.wav,1.000000
faph_00707.wav,1.000000
faph_00712.wav,1.000000
faph_00718.wav,1.000000
faph_00722.wav,1.000000
faph_00738.wav,1.000000
faph_00739.wav,1.000000
faph_00740.wav,1.000000
faph_00749.wav,1.000000
faph_00751.wav,1.000000
faph_00753.wav,1.000000
faph_00758.wav,1.000000
faph_00759.wav,1.000000
faph_00763.wav,1.000000
faph_00774.wav,1.000000
faph_00780.wav,1.000000
faph_00781.wav,1.000000
faph_00793.wav,1.000000
faph_00800.wav,1.000000
faph_00801.wav,1.000000
faph_00802.wav,1.000000
faph_00803.wav,1.000000
faph_00808.wav,1.000000
faph_00810.wav,1.000000
faph_00813.wav,1.000000
faph_00817.wav,1.000000
faph_00820.wav,1.000000
faph_00825.wav,1.000000
faph_00827.wav,1.000000
faph_00828.wav,1.000000
faph_00838.wav,1.000000
faph_00840.wav,1.000000
faph_00843.wav,1.000000
faph_00860.wav,1.000000
faph_00861.wav,1.000000
faph_00867.wav,1.000000
faph_00870.wav,1.000000
faph_00873.wav,1.000000
faph_00876.wav,1.000000
faph_00877.wav,1.000000
faph_00880.wav,1.000000
faph_00883.wav,1.000000
faph_00884.wav,1.000000
faph_00889.wav,1.000000
faph_00890.wav,1.000000
faph_00891.wav,1.000000
faph_00905.wav,1.000000
faph_00908.wav,1.000000
faph_00913.wav,1.000000
faph_00917.wav,1.000000
faph_00918.wav,1.000000
faph_00919.wav,1.000000
faph_00928.wav,1.000000
faph_00931.wav,1.000000
faph_00934.wav,1.000000
faph_00936.wav,1.000000
faph_00938.wav,1.000000
faph_00942.wav,1.000000
faph_00943.wav,1.000000
faph_00945.wav,1.000000
faph_00948.wav,1.000000
faph_00951.wav,1.000000
faph_00954.wav,1.000000
faph_00956.wav,1.000000
faph_00964.wav,1.000000
faph_00970.wav,1.000000
faph_00972.wav,1.000000
faph_00973.wav,1.000000
faph_00976.wav,1.000000
faph_00978.wav,1.000000
faph_00990.wav,1.000000
faph_00991.wav,1.000000
faph_00998.wav,1.000000
faph_00999.wav,1.000000
faph_01003.wav,1.000000
faph_01004.wav,1.000000
faph_01006.wav,1.000000
faph_01012.wav,1.000000
faph_01014.wav,1.000000
faph_01021.wav,1.000000
faph_01023.wav,1.000000
faph_01025.wav,1.000000
faph_01026.wav,1.000000
faph_01030.wav,1.000000
faph_01031.wav,1.000000
faph_01033.wav,1.000000
faph_01035.wav,1.000000
faph_01038.wav,1.000000
faph_01052.wav,1.000000
faph_01053.wav,1.000000
faph_01055.wav,1.000000
faph_01057.wav,1.000000
faph_01058.wav,1.000000
faph_01062.wav,1.000000
faph_01066.wav,1.000000
faph_01067.wav,1.000000
faph_01073.wav,1.000000
faph_01074.wav,1.000000
faph_01076.wav,1.000000
faph_01077.wav,1.000000
faph_01078.wav,1.000000
faph_01092.wav,1.000000
faph_01093.wav,1.000000
faph_01095.wav,1.000000
faph_01097.wav,1.000000
faph_01099.wav,1.000000
faph_01101.wav,1.000000
faph_01103.wav,1.000000
faph_01111.wav,1.000000
faph_01123.wav,1.000000
faph_01124.wav,1.000000
faph_01126.wav,1.000000
faph_01135.wav,1.000000
faph_01138.wav,1.000000
faph_01139.wav,1.000000
faph_01140.wav,1.000000
faph_01141.wav,1.000000
faph_01146.wav,1.000000
faph_01149.wav,1.000000
faph_01150.wav,1.000000
faph_01153.wav,1.000000
faph_01154.wav,1.000000
faph_01157.wav,1.000000
faph_01159.wav,1.000000
faph_01164.wav,1.000000
faph_01165.wav,1.000000
faph_01166.wav,1.000000
faph_01175.wav,1.000000
faph_01177.wav,1.000000
faph_01178.wav,1.000000
faph_01191.wav,1.000000
faph_01192.wav,1.000000
faph_01193.wav,1.000000
faph_01194.wav,1.000000
faph_01195.wav,1.000000
faph_01198.wav,1.000000
faph_01199.wav,1.000000
faph_01204.wav,1.000000
faph_01210.wav,1.000000
faph_01216.wav,1.000000
faph_01217.wav,1.000000
faph_01220.wav,1.000000
faph_01223.wav,1.000000
faph_01227.wav,1.000000
faph_01230.wav,1.000000
faph_01233.wav,1.000000
faph_01236.wav,1.000000
faph_01238.wav,1.000000
faph_01245.wav,1.000000
faph_01246.wav,1.000000
faph_01247.wav,1.000000
faph_01254.wav,1.000000
faph_01261.wav,1.000000
faph_01262.wav,1.000000
faph_01265.wav,1.000000
faph_01266.wav,1.000000
faph_01269.wav,1.000000
faph_01274.wav,1.000000
faph_01276.wav,1.000000
faph_01280.wav,1.000000
faph_01295.wav,1.000000
faph_01298.wav,1.000000
faph_01305.wav,1.000000
faph_01306.wav,1.000000
faph_01308.wav,1.000000
faph_01310.wav,1.000000
faph_01319.wav,1.000000
faph_01323.wav,1.000000
faph_01324.wav,1.000000
faph_01329.wav,1.000000
faph_01333.wav,1.000000
faph_01343.wav,1.000000
faph_01344.wav,1.000000
faph_01345.wav,1.000000
faph_01346.wav,1.000000
faph_01347.wav,1.000000
faph_01348.wav,1.000000
faph_01350.wav,1.000000
faph_01351.wav,1.000000
faph_01362.wav,1.000000
faph_01368.wav,1.000000
faph_01370.wav,1.000000
faph_01372.wav,1.000000
faph_01377.wav,1.000000
faph_01378.wav,1.000000
faph_01384.wav,1.000000
faph_01385.wav,1.000000
faph_01389.wav,1.000000
faph_01390.wav,1.000000
faph_01393.wav,1.000000
faph_01394.wav,1.000000
faph_01395.wav,1.000000
faph_01396.wav,1.000000
faph_01397.wav,1.000000
faph_01398.wav,1.000000
faph_01399.wav,1.000000
faph_01400.wav,1.000000
faph_01404.wav,1.000000
faph_01408.wav,1.000000
faph_01420.wav,1.000000
faph_01422.wav,1.000000
faph_01426.wav,1.000000
faph_01429.wav,1.000000
faph_01436.wav,1.000000
faph_01439.wav,1.000000
faph_01446.wav,1.000000
faph_01447.wav,1.000000
faph_01448.wav,1.000000
faph_01450.wav,1.000000
faph_01454.wav,1.000000
faph_01463.wav,1.000000
faph_01465.wav,1.000000
faph_01466.wav,1.000000
faph_01469.wav,1.000000
faph_01470.wav,1.000000
faph_01473.wav,1.000000
faph_01477.wav,1.000000
faph_01480.wav,1.000000
faph_01481.wav,1.000000
faph_01482.wav,1.000000
faph_01483.wav,1.000000
faph_01484.wav,1.000000
faph_01485.wav,1.000000
faph_01486.wav,1.000000
faph_01489.wav,1.000000
faph_01491.wav,1.000000
faph_01494.wav,1.000000
faph_01496.wav,1.000000
faph_01498.wav,1.000000
faph_01499.wav,1.000000
faph_01500.wav,1.000000
faph_01501.wav,1.000000
faph_01502.wav,1.000000
faph_01503.wav,1.000000
faph_01507.wav,1.000000
faph_01508.wav,1.000000
faph_01518.wav,1.000000
faph_01526.wav,1.000000
faph_01531.wav,1.000000
faph_01542.wav,1.000000
faph_01543.wav,1.000000
faph_01544.wav,1.000000
faph_01552.wav,1.000000
faph_01553.wav,1.000000
faph_01554.wav,1.000000
faph_01559.wav,1.000000
faph_01562.wav,1.000000
faph_01563.wav,1.000000
faph_01564.wav,1.000000
faph_01574.wav,1.000000
faph_01578.wav,1.000000
faph_01579.wav,1.000000
faph_01580.wav,1.000000
faph_01581.wav,1.000000
faph_01586.wav,1.000000
faph_01589.wav,1.000000
faph_01593.wav,1.000000
faph_01596.wav,1.000000
faph_01605.wav,1.000000
faph_01606.wav,1.000000
faph_01619.wav,1.000000
faph_01627.wav,1.000000
faph_01628.wav,1.000000
faph_01632.wav,1.000000
faph_01636.wav,1.000000
faph_01643.wav,1.000000
faph_01648.wav,1.000000
faph_01649.wav,1.000000
faph_01652.wav,1.000000
faph_01653.wav,1.000000
faph_01655.wav,1.000000
faph_01658.wav,1.000000
faph_01660.wav,1.000000
faph_01663.wav,1.000000
faph_01667.wav,1.000000
faph_01668.wav,1.000000
faph_01672.wav,1.000000
faph_01678.wav,1.000000
faph_01684.wav,1.000000
faph_01692.wav,1.000000
faph_01705.wav,1.000000
faph_01727.wav,1.000000
faph_01729.wav,1.000000
faph_01734.wav,1.000000
faph_01742.wav,1.000000
faph_01745.wav,1.000000
faph_01748.wav,1.000000
faph_01750.wav,1.000000
faph_01751.wav,1.000000
faph_01755.wav,1.000000
faph_01758.wav,1.000000
faph_01767.wav,1.000000
faph_01768.wav,1.000000
faph_01777.wav,1.000000
faph_01779.wav,1.000000
faph_01780.wav,1.000000
faph_01782.wav,1.000000
faph_01785.wav,1.000000
faph_01792.wav,1.000000
faph_01804.wav,1.000000
faph_01805.wav,1.000000
faph_01813.wav,1.000000
faph_01817.wav,1.000000
faph_01819.wav,1.000000
faph_01821.wav,1.000000
faph_01822.wav,1.000000
faph_01823.wav,1.000000
faph_01829.wav,1.000000
faph_01841.wav,1.000000
faph_01860.wav,1.000000
faph_01870.wav,1.000000
faph_01874.wav,1.000000
faph_01876.wav,1.000000
faph_01877.wav,1.000000
faph_01884.wav,1.000000
faph_01886.wav,1.000000
faph_01906.wav,1.000000
faph_01917.wav,1.000000
faph_01922.wav,1.000000
faph_01923.wav,1.000000
faph_01924.wav,1.000000
faph_01929.wav,1.000000
faph_01930.wav,1.000000
faph_01931.wav,1.000000
faph_01938.wav,1.000000
faph_01940.wav,1.000000
faph_01941.wav,1.000000
faph_01944.wav,1.000000
faph_01952.wav,1.000000
faph_01953.wav,1.000000
faph_01954.wav,1.000000
faph_01955.wav,1.000000
faph_01960.wav,1.000000
faph_01962.wav,1.000000
faph_01963.wav,1.000000
faph_01964.wav,1.000000
faph_01965.wav,1.000000
faph_01967.wav,1.000000
faph_01972.wav,1.000000
faph_01973.wav,1.000000
faph_01975.wav,1.000000
faph_01982.wav,1.000000
faph_01985.wav,1.000000
faph_01988.wav,1.000000
faph_01989.wav,1.000000
faph_01991.wav,1.000000
faph_01994.wav,1.000000
faph_01995.wav,1.000000
faph_00013.wav,0.996078
faph_00049.wav,0.996078
faph_00110.wav,0.996078
faph_00144.wav,0.996078
faph_00149.wav,0.996078
faph_00152.wav,0.996078
faph_00186.wav,0.996078
faph_00190.wav,0.996078
faph_00232.wav,0.996078
faph_00236.wav,0.996078
faph_00255.wav,0.996078
faph_00282.wav,0.996078
