filename,max_score
faph_00001.wav,1.000000
faph_00014.wav,1.000000
faph_00033.wav,1.000000
faph_00034.wav,1.000000
faph_00054.wav,1.000000
faph_00059.wav,1.000000
faph_00064.wav,1.000000
faph_00071.wav,1.000000
faph_00078.wav,1.000000
faph_00082.wav,1.000000
faph_00084.wav,1.000000
faph_00086.wav,1.000000
faph_00090.wav,1.000000
faph_00092.wav,1.000000
faph_00121.wav,1.000000
faph_00122.wav,1.000000
faph_00133.wav,1.000000
faph_00139.wav,1.000000
faph_00156.wav,1.000000
faph_00166.wav,1.000000
faph_00174.wav,1.000000
faph_00175.wav,1.000000
faph_00189.wav,1.000000
faph_00210.wav,1.000000
faph_00225.wav,1.000000
faph_00229.wav,1.000000
faph_00248.wav,1.000000
faph_00257.wav,1.000000
faph_00271.wav,1.000000
faph_00272.wav,1.000000
faph_00278.wav,1.000000
faph_00290.wav,1.000000
faph_00312.wav,1.000000
faph_00331.wav,1.000000
faph_00338.wav,1.000000
faph_00347.wav,1.000000
faph_00361.wav,1.000000
faph_00368.wav,1.000000
faph_00370.wav,1.000000
faph_00375.wav,1.000000
faph_00377.wav,1.000000
faph_00380.wav,1.000000
faph_00382.wav,1.000000
faph_00384.wav,1.000000
faph_00395.wav,1.000000
faph_00402.wav,1.000000
faph_00410.wav,1.000000
faph_00411.wav,1.000000
faph_00418.wav,1.000000
faph_00424.wav,1.000000
faph_00429.wav,1.000000
faph_00451.wav,1.000000
faph_00461.wav,1.000000
faph_00462.wav,1.000000
faph_00472.wav,1.000000
faph_00477.wav,1.000000
faph_00492.wav,1.000000
faph_00494.wav,1.000000
faph_00502.wav,1.000000
faph_00503.wav,1.000000
faph_00514.wav,1.000000
faph_00525.wav,1.000000
faph_00550.wav,1.000000
faph_00555.wav,1.000000
faph_00560.wav,1.000000
faph_00563.wav,1.000000
faph_00565.wav,1.000000
faph_00573.wav,1.000000
faph_00585.wav,1.000000
faph_00589.wav,1.000000
faph_00593.wav,1.000000
faph_00610.wav,1.000000
faph_00612.wav,1.000000
faph_00619.wav,1.000000
faph_00625.wav,1.000000
faph_00635.wav,1.000000
faph_00637.wav,1.000000
faph_00643.wav,1.000000
faph_00652.wav,1.000000
faph_00657.wav,1.000000
faph_00660.wav,1.000000
faph_00664.wav,1.000000
faph_00672.wav,1.000000
faph_00680.wav,1.000000
faph_00699.wav,1.000000
faph_00702.wav,1.000000
faph_00707.wav,1.000000
faph_00708.wav,1.000000
faph_00713.wav,1.000000
faph_00718.wav,1.000000
faph_00733.wav,1.000000
faph_00739.wav,1.000000
faph_00750.wav,1.000000
faph_00752.wav,1.000000
faph_00763.wav,1.000000
faph_00764.wav,1.000000
faph_00769.wav,1.000000
faph_00775.wav,1.000000
faph_00807.wav,1.000000
faph_00809.wav,1.000000
faph_00810.wav,1.000000
faph_00814.wav,1.000000
faph_00827.wav,1.000000
faph_00831.wav,1.000000
faph_00843.wav,1.000000
faph_00845.wav,1.000000
faph_00853.wav,1.000000
faph_00858.wav,1.000000
faph_00867.wav,1.000000
faph_00878.wav,1.000000
faph_00891.wav,1.000000
faph_00930.wav,1.000000
faph_00957.wav,1.000000
faph_00987.wav,1.000000
faph_00996.wav,1.000000
faph_01000.wav,1.000000
faph_01005.wav,1.000000
faph_01030.wav,1.000000
faph_01032.wav,1.000000
faph_01045.wav,1.000000
faph_01056.wav,1.000000
faph_01057.wav,1.000000
faph_01058.wav,1.000000
faph_01067.wav,1.000000
faph_01077.wav,1.000000
faph_01091.wav,1.000000
faph_01093.wav,1.000000
faph_01097.wav,1.000000
faph_01098.wav,1.000000
faph_01108.wav,1.000000
faph_01114.wav,1.000000
faph_01117.wav,1.000000
faph_01152.wav,1.000000
faph_01153.wav,1.000000
faph_01155.wav,1.000000
faph_01156.wav,1.000000
